File,uuid,serie,Geo Coordinate,Image Coordinate,width,height
21 Ooltgensplaat noordelijk deel 1886,cc4e937f-0d22-4374-8f4f-65c3cad23664,"('EERSTE HERZIENING', '6')","[[ 4.3045183 51.7132457]
 [ 4.4213105 51.7142668]
 [ 4.4203359 51.7598285]
 [ 4.303426  51.7588061]
 [ 4.3045183 51.7132457]]","[[[ 692. 4733.]]

 [[7191. 4703.]]

 [[7172.  657.]]

 [[ 674.  687.]]]",7848,5208
23 Den Bommel 1886,f0e3b1bb-c262-4a77-beac-545244cd8086,"('EERSTE HERZIENING', '6')","[[ 4.2324513 51.6948794]
 [ 4.3058435 51.69558  ]
 [ 4.3041045 51.7681872]
 [ 4.2305943 51.7674852]
 [ 4.2324513 51.6948794]]","[[[ 567. 7144.]]

 [[4760. 7171.]]

 [[4802.  670.]]

 [[ 609.  643.]]]",5388,7816
28 Ammerzoden 1908,30c1be98-4dc4-49aa-8419-6767aa49fe32,"('EERSTE HERZIENING', '7')","[[ 5.1150071 51.7235456]
 [ 5.2316751 51.7237583]
 [ 5.2315186 51.7692146]
 [ 5.1147331 51.7690015]
 [ 5.1150071 51.7235456]]","[[[ 335. 4449.]]

 [[7161. 4514.]]

 [[7200.  368.]]

 [[ 375.  303.]]]",7272,4860
29 Waalwijk 1909,dbba9b8f-652d-457d-94f2-09686822022f,"('EERSTE HERZIENING', '7')","[[ 5.0426787 51.6788063]
 [ 5.1198677 51.6790079]
 [ 5.1194405 51.7512321]
 [ 5.0421281 51.7510301]
 [ 5.0426787 51.6788063]]","[[[ 177. 6624.]]

 [[4292. 6634.]]

 [[4309.  178.]]

 [[ 193.  167.]]]",4476,6912
30 Capelle 1909,6d095640-1dd8-4aa7-8b29-c52f78dbe19a,"('EERSTE HERZIENING', '7')","[[ 4.9267635 51.6875612]
 [ 5.0432793 51.6879612]
 [ 5.0428638 51.7425638]
 [ 4.9262072 51.7421632]
 [ 4.9267635 51.6875612]]","[[[ 852. 5063.]]

 [[7206. 5075.]]

 [[7216.  301.]]

 [[ 861.  288.]]]",7944,5316
31 Geertruidenberg 1911,acfc6864-3fb6-471c-ac8d-663a490c81d8,"('EERSTE HERZIENING', '7')","[[ 4.8546248 51.688102 ]
 [ 4.9276822 51.6884114]
 [ 4.9268556 51.7696469]
 [ 4.8536667 51.7693368]
 [ 4.8546248 51.688102 ]]","[[[ 400. 7534.]]

 [[5144. 7559.]]

 [[5181.  380.]]

 [[ 438.  356.]]]",5316,8112
32 Drimmelen 1913,e712d2c9-7078-4c45-932d-4859ec1512bf,"('EERSTE HERZIENING', '7')","[[ 4.7824352 51.6883021]
 [ 4.8553935 51.688656 ]
 [ 4.85455   51.7602981]
 [ 4.7814759 51.7599434]
 [ 4.7824352 51.6883021]]","[[[ 295. 7016.]]

 [[5064. 7033.]]

 [[5086.  547.]]

 [[ 318.  531.]]]",5340,7592
33 Zwaluwe 1913,75f97029-9e8a-4c55-9f2b-f20907fff814,"('EERSTE HERZIENING', '7')","[[ 4.7098805 51.6870928]
 [ 4.7832963 51.6874944]
 [ 4.7823203 51.7604954]
 [ 4.7087857 51.760093 ]
 [ 4.7098805 51.6870928]]","[[[ 259. 7101.]]

 [[5060. 7060.]]

 [[5005.  557.]]

 [[ 204.  598.]]]",5328,7632
34 Moerdijk 1914,417e7192-b4a7-48ee-928b-f8204ed93c71,"('EERSTE HERZIENING', '7')","[[ 4.5943833 51.6786014]
 [ 4.7107411 51.6793314]
 [ 4.7099278 51.7336687]
 [ 4.5934301 51.7329376]
 [ 4.5943833 51.6786014]]","[[[ 682. 5239.]]

 [[7146. 5268.]]

 [[7169.  352.]]

 [[ 705.  322.]]]",7232,5412
S1 Poederoijen 1908,7959a4fe-0b50-4895-94ed-df18458b7d55,"('EERSTE HERZIENING', '7')","[[ 5.0371504 51.7687307]
 [ 5.1534536 51.7690201]
 [ 5.1532201 51.8140966]
 [ 5.0368006 51.8138068]
 [ 5.0371504 51.7687307]]","[[[ 382. 4418.]]

 [[6870. 4477.]]

 [[6908.  292.]]

 [[ 420.  233.]]]",7456,4932
00 Schetskaart van de rivier de Hollandsche IJssel,16cdaa94-a9a5-4871-847c-0a1685fec5de,"('EERSTE HERZIENING', '8')","[[ 4.6326433 51.9423544]
 [ 4.6510384 51.942471 ]
 [ 4.6507426 51.9605093]
 [ 4.6323401 51.9603926]
 [ 4.6326433 51.9423544]]","[[[  98. 4159.]]

 [[4669. 4193.]]

 [[4699.  121.]]

 [[ 128.   87.]]]",4800,4248
01a Gouda 1902,e829cc92-4646-4f4f-a3ff-d44ac08b9941,"('EERSTE HERZIENING', '8')","[[ 4.7044199 52.0031025]
 [ 4.7336445 52.0032684]
 [ 4.7334788 52.0146295]
 [ 4.7042468 52.0144635]
 [ 4.7044199 52.0031025]]","[[[ 645. 4720.]]

 [[7127. 4763.]]

 [[7154.  609.]]

 [[ 672.  567.]]]",7688,5316
01b Gouda 1902,72d92181-94e6-4e15-998d-5f2eab59617c,"('EERSTE HERZIENING', '8')","[[ 4.7044199 52.0031025]
 [ 4.7336445 52.0032684]
 [ 4.7334788 52.0146295]
 [ 4.7042468 52.0144635]
 [ 4.7044199 52.0031025]]","[[[ 530. 4752.]]

 [[6992. 4754.]]

 [[6994.  557.]]

 [[ 532.  555.]]]",7520,5316
01c Gouda 1902,0c906c6d-5b94-4a13-b047-69c4c010e3bf,"('EERSTE HERZIENING', '8')","[[ 4.7044199 52.0031025]
 [ 4.7336445 52.0032684]
 [ 4.7334788 52.0146295]
 [ 4.7042468 52.0144635]
 [ 4.7044199 52.0031025]]","[[[ 523. 4728.]]

 [[7008. 4749.]]

 [[7022.  586.]]

 [[ 537.  564.]]]",7512,5316
02a Beijersche Veer 1902,c9acd151-75ac-4c59-9a18-4c5eb47584e6,"('EERSTE HERZIENING', '8')","[[ 4.6847001 51.9918419]
 [ 4.7140509 51.9920134]
 [ 4.7138814 52.0033031]
 [ 4.6845232 52.0031315]
 [ 4.6847001 51.9918419]]","[[[ 580. 4783.]]

 [[7125. 4834.]]

 [[7158.  641.]]

 [[ 612.  590.]]]",7744,5460
02b Beijersche Veer 1902,fcb49570-f75a-4f9b-98ab-ef572879cbdf,"('EERSTE HERZIENING', '8')","[[ 4.6847001 51.9918419]
 [ 4.7140509 51.9920134]
 [ 4.7138814 52.0033031]
 [ 4.6845232 52.0031315]
 [ 4.6847001 51.9918419]]","[[[ 409. 4803.]]

 [[3740. 4852.]]

 [[3802.  560.]]

 [[ 471.  512.]]]",7528,5316
02c Beijersche Veer 1902,e8f2b48d-85f6-408b-a650-342c5750959b,"('EERSTE HERZIENING', '8')","[[ 4.6847001 51.9918419]
 [ 4.7140509 51.9920134]
 [ 4.7138814 52.0033031]
 [ 4.6845232 52.0031315]
 [ 4.6847001 51.9918419]]","[[[3736. 4694.]]

 [[6967. 4724.]]

 [[7007.  438.]]

 [[3775.  408.]]]",7504,5304
03 Moordrecht 1904,798fda1e-fe33-4369-b9ce-7fb722fb943a,"('EERSTE HERZIENING', '8')","[[ 4.6665988 51.9810036]
 [ 4.6850676 51.9811152]
 [ 4.6847842 51.9992194]
 [ 4.6663079 51.9991077]
 [ 4.6665988 51.9810036]]","[[[ 442. 6680.]]

 [[4627. 6716.]]

 [[4681.  202.]]

 [[ 496.  166.]]]",5104,7136
04a De Snelle 1905,5fbb4d4a-552d-48de-a15b-e346dcb406a2,"('EERSTE HERZIENING', '8')","[[ 4.6448748 51.9696258]
 [ 4.6739798 51.9698059]
 [ 4.6737985 51.9812083]
 [ 4.6446861 51.9810282]
 [ 4.6448748 51.9696258]]","[[[ 360. 4527.]]

 [[7165. 4598.]]

 [[7212.  148.]]

 [[ 407.   76.]]]",7772,5104
05 Kortenoord 1904,455db399-cd7e-44f9-ab84-deaddeabc568,"('EERSTE HERZIENING', '8')","[[ 4.6267121 51.9603613]
 [ 4.6450121 51.9604782]
 [ 4.6447576 51.9758684]
 [ 4.6264512 51.9757515]
 [ 4.6267121 51.9603613]]","[[[ 244. 7244.]]

 [[4697. 7297.]]

 [[4778.  524.]]

 [[ 325.  470.]]]",4956,7536
06 Groot Hitland 1905,a431421d-aa91-4739-a09d-4bc736c81505,"('EERSTE HERZIENING', '8')","[[ 4.6326433 51.9423544]
 [ 4.6510384 51.942471 ]
 [ 4.6507426 51.9605093]
 [ 4.6323401 51.9603926]
 [ 4.6326433 51.9423544]]","[[[ 279. 6845.]]

 [[4462. 6882.]]

 [[4520.  372.]]

 [[ 337.  334.]]]",4896,7384
06 Groot Hitland 1915,b85e0935-ed6d-4aa0-a9cd-a9f14528abe3,"('EERSTE HERZIENING', '8')","[[ 4.6326694 51.9423617]
 [ 4.6510164 51.942478 ]
 [ 4.6507198 51.9605636]
 [ 4.6323655 51.9604473]
 [ 4.6326694 51.9423617]]","[[[ 568. 7006.]]

 [[4718. 7049.]]

 [[4787.  485.]]

 [[ 637.  442.]]]",5316,7664
07 Ouderkerk 1906,d5e16abf-c668-4b4c-99ea-9503f0bd3609,"('EERSTE HERZIENING', '8')","[[ 4.6116371 51.9309888]
 [ 4.6408718 51.931178 ]
 [ 4.6406809 51.9426666]
 [ 4.6114387 51.9424773]
 [ 4.6116371 51.9309888]]","[[[ 272. 4769.]]

 [[6787. 4811.]]

 [[6816.  435.]]

 [[ 300.  392.]]]",7168,5064
07 Ouderkerk 1924,03c9fac4-79c9-425f-bcd6-abc74fca2fcb,"('EERSTE HERZIENING', '8')","[[ 4.611584  51.9311019]
 [ 4.6408227 51.9312912]
 [ 4.6406373 51.942448 ]
 [ 4.6113914 51.9422586]
 [ 4.611584  51.9311019]]","[[[ 285. 4518.]]

 [[6794. 4551.]]

 [[6815.  368.]]

 [[ 306.  336.]]]",7147,5032
08 Capelle 1906,06b9b3bc-3cc2-4257-b0e6-6291760e566f,"('EERSTE HERZIENING', '8')","[[ 4.5935318 51.9197936]
 [ 4.6226524 51.9199866]
 [ 4.6224617 51.9311942]
 [ 4.5933338 51.9310011]
 [ 4.5935318 51.9197936]]","[[[3.900e+01 4.763e+03]]

 [[7.206e+03 4.840e+03]]

 [[7.257e+03 8.000e+01]]

 [[9.000e+01 3.000e+00]]]",7576,5268
08 Capelle 1924,5c360310-8f62-491a-bcdc-59aa6ed7b31e,"('EERSTE HERZIENING', '8')","[[ 4.593557  51.9196856]
 [ 4.6226929 51.9198787]
 [ 4.6224994 51.9312518]
 [ 4.5933561 51.9310586]
 [ 4.593557  51.9196856]]","[[[  81. 4927.]]

 [[7280. 4919.]]

 [[7275.  266.]]

 [[  76.  273.]]]",7744,5208
09 Krimpen 1907,3185fdcb-92d5-46af-93da-59328087193a,"('EERSTE HERZIENING', '8')","[[ 4.5752756 51.9088875]
 [ 4.5938124 51.9090141]
 [ 4.5934917 51.9271766]
 [ 4.5749474 51.9270499]
 [ 4.5752756 51.9088875]]","[[[ 138. 6906.]]

 [[4768. 7061.]]

 [[4988.  513.]]

 [[ 359.  358.]]]",5448,7728
01 Lobith vierde uitgave 1960,9678c6d9-81ff-404f-9378-c14457922892,"('TWEEDE HERZIENING', '1')","[[ 6.1135253 51.8061085]
 [ 6.1861886 51.805636 ]
 [ 6.1874612 51.8772999]
 [ 6.1146823 51.8777734]
 [ 6.1135253 51.8061085]]","[[[ 581. 7040.]]

 [[4702. 7076.]]

 [[4758.  626.]]

 [[ 638.  590.]]]",5472,7696
01 Lobith 1917,cec2edfc-163b-400b-9e78-2a5c483fe041,"('TWEEDE HERZIENING', '1')","[[ 6.0975486 51.8159254]
 [ 6.1776678 51.8154129]
 [ 6.1789306 51.887271 ]
 [ 6.0986836 51.8877846]
 [ 6.0975486 51.8159254]]","[[[ 255. 6923.]]

 [[4794. 6987.]]

 [[4885.  513.]]

 [[ 346.  449.]]]",5232,7232
02 Millingen vierde uitgave 1961,0a3ab371-6f9f-4de9-bdf5-a62e4dc92341,"('TWEEDE HERZIENING', '1')","[[ 6.041424  51.8226021]
 [ 6.1140009 51.8221749]
 [ 6.1151608 51.8939397]
 [ 6.0424681 51.8943678]
 [ 6.041424  51.8226021]]","[[[ 606. 6736.]]

 [[4727. 6758.]]

 [[4761.  301.]]

 [[ 640.  280.]]]",5388,7816
02 Millingen 1914,528df1f4-9a75-4764-ba95-52962a5948e0,"('TWEEDE HERZIENING', '1')","[[ 6.0253888 51.8162271]
 [ 6.0977261 51.8158112]
 [ 6.0988655 51.8879383]
 [ 6.0264123 51.888355 ]
 [ 6.0253888 51.8162271]]","[[[ 355. 6801.]]

 [[4456. 6825.]]

 [[4493.  411.]]

 [[ 393.  387.]]]",4716,7136
03 Kekerdom vierde uitgave 1961,aaecba84-8f38-407d-9643-8126856ee536,"('TWEEDE HERZIENING', '1')","[[ 5.9108233 51.8413252]
 [ 6.041844  51.8406674]
 [ 6.0426275 51.894483 ]
 [ 5.91145   51.8951418]
 [ 5.9108233 51.8413252]]","[[[  84. 5137.]]

 [[7318. 5195.]]

 [[7358.  288.]]

 [[ 124.  229.]]]",7864,5508
03 Kekerdom 1920,89de4822-eb1b-415c-b919-c185cda52145,"('TWEEDE HERZIENING', '1')","[[ 5.9096452 51.8439368]
 [ 6.0258364 51.843362 ]
 [ 6.0264734 51.8882173]
 [ 5.9101663 51.8887928]
 [ 5.9096452 51.8439368]]","[[[ 477. 4715.]]

 [[6946. 4757.]]

 [[6973.  625.]]

 [[ 503.  584.]]]",7416,5080
04 Nijmegen 1920,c904dc07-dc5a-4d02-bac4-3b1e4c8ba670,"('TWEEDE HERZIENING', '1')","[[ 5.7930175 51.8444229]
 [ 5.910093  51.8439596]
 [ 5.9106149 51.888848 ]
 [ 5.7934226 51.8893119]
 [ 5.7930175 51.8444229]]","[[[ 475. 4345.]]

 [[6953. 4403.]]

 [[6990.  291.]]

 [[ 512.  233.]]]",7496,5148
05 Herveld 1923,97a99a2b-a54d-4959-8ef8-04d417604c54,"('TWEEDE HERZIENING', '1')","[[ 5.6777134 51.8628555]
 [ 5.7934474 51.862512 ]
 [ 5.7938503 51.9070902]
 [ 5.6780016 51.9074342]
 [ 5.6777134 51.8628555]]","[[[ 467. 4686.]]

 [[7071. 4752.]]

 [[7113.  562.]]

 [[ 509.  496.]]]",7624,5304
06 Dodewaard vierde uitgave 1960,aac55caa-d3ca-4adc-9f4a-cbff27fa05be,"('TWEEDE HERZIENING', '1')","[[ 5.5624735 51.8765532]
 [ 5.6798224 51.8763193]
 [ 5.6801129 51.9209157]
 [ 5.5626476 51.9211499]
 [ 5.5624735 51.8765532]]","[[[ 711. 4510.]]

 [[7168. 4540.]]

 [[7188.  369.]]

 [[ 731.  339.]]]",7712,5568
06 Dodewaard 1921,38825cb8-0ea3-43ee-991b-24f31b023493,"('TWEEDE HERZIENING', '1')","[[ 5.5611911 51.872023 ]
 [ 5.6777772 51.8717922]
 [ 5.6780672 51.916623 ]
 [ 5.5613648 51.916854 ]
 [ 5.5611911 51.872023 ]]","[[[ 396. 4470.]]

 [[7140. 4518.]]

 [[7169.  369.]]

 [[ 425.  322.]]]",7328,4860
07 Leeuwen vierde uitgave 1961,a038e69b-79e9-4021-8c27-d8a4d3bc9cfb,"('TWEEDE HERZIENING', '1')","[[ 5.4464464 51.8670427]
 [ 5.5630644 51.8669258]
 [ 5.5632379 51.9112309]
 [ 5.4465049 51.9113479]
 [ 5.4464464 51.8670427]]","[[[ 610. 4744.]]

 [[7057. 4786.]]

 [[7084.  658.]]

 [[ 637.  616.]]]",7720,5388
07 Leeuwen 1923,f7352637-964b-402c-a34d-007cce15062b,"('TWEEDE HERZIENING', '1')","[[ 5.451071  51.8675109]
 [ 5.5615408 51.8673987]
 [ 5.5617153 51.9123531]
 [ 5.451135  51.9124655]
 [ 5.451071  51.8675109]]","[[[ 550. 4683.]]

 [[6846. 4727.]]

 [[6875.  542.]]

 [[ 580.  498.]]]",7360,5268
08 Tiel vierde uitgave 1961,e8d0b86b-0edd-4513-91a1-1b75e3170ca6,"('TWEEDE HERZIENING', '1')","[[ 5.3740434 51.8360836]
 [ 5.4465968 51.8360692]
 [ 5.4466919 51.907828 ]
 [ 5.3740227 51.9078424]
 [ 5.3740434 51.8360836]]","[[[ 694. 6881.]]

 [[4821. 6905.]]

 [[4858.  459.]]

 [[ 731.  435.]]]",5580,7728
08 Tiel 1924,64098adb-9680-48db-b401-99a42a62f6d2,"('TWEEDE HERZIENING', '1')","[[ 5.3706628 51.8359407]
 [ 5.4513751 51.8359242]
 [ 5.4514654 51.8990425]
 [ 5.3706398 51.899059 ]
 [ 5.3706628 51.8359407]]","[[[ 266. 6804.]]

 [[4834. 6850.]]

 [[4892. 1104.]]

 [[ 324. 1057.]]]",5352,7360
09 Varik vierde uitgave 1960,af6e05c7-4875-48a3-a646-771e907c4bd8,"('TWEEDE HERZIENING', '1')","[[ 5.3104972 51.7910234]
 [ 5.4261507 51.7910418]
 [ 5.4261897 51.8359903]
 [ 5.3104209 51.8359718]
 [ 5.3104972 51.7910234]]","[[[ 742. 4340.]]

 [[7195. 4378.]]

 [[7220.  247.]]

 [[ 766.  208.]]]",7712,5400
09 Varik 1923,5d860578-a517-4550-9402-9b8465302993,"('TWEEDE HERZIENING', '1')","[[ 5.3104002 51.7911822]
 [ 5.426363  51.7912006]
 [ 5.4264021 51.8360701]
 [ 5.3103238 51.8360516]
 [ 5.3104002 51.7911822]]","[[[ 171. 4716.]]

 [[6993. 4751.]]

 [[7016.  214.]]

 [[ 194.  179.]]]",7528,5232
10 Zaltbommel vierde uitgave 1960,ba638550-2527-416f-aae3-aa651ad5f943,"('TWEEDE HERZIENING', '1')","[[ 5.188637  51.7946451]
 [ 5.310298  51.7947878]
 [ 5.3102215 51.8396909]
 [ 5.1884393 51.839548 ]
 [ 5.188637  51.7946451]]","[[[ 274. 4399.]]

 [[7041. 4456.]]

 [[7076.  278.]]

 [[ 309.  221.]]]",7896,5556
10 Zaltbommel 1924,846e9f00-d4ab-482f-a170-9f9eb5a00809,"('TWEEDE HERZIENING', '1')","[[ 5.1884989 51.7954087]
 [ 5.3104962 51.7955517]
 [ 5.3104196 51.840654 ]
 [ 5.1883001 51.8405107]
 [ 5.1884989 51.7954087]]","[[[ 354. 4505.]]

 [[7248. 4570.]]

 [[7288.  382.]]

 [[ 394.  317.]]]",7736,5112
11 Zuilichem vierde gedeeltelijk vijfde uitgave 1960,1a3049b7-936b-49d7-a0d8-244a6edeed01,"('TWEEDE HERZIENING', '1')","[[ 5.0726204 51.7969772]
 [ 5.1885794 51.7972307]
 [ 5.1883813 51.8422034]
 [ 5.0723065 51.8419495]
 [ 5.0726204 51.7969772]]","[[[ 600. 4746.]]

 [[7051. 4815.]]

 [[7096.  637.]]

 [[ 644.  568.]]]",7904,5580
11 Zuilichem 1924,c85bfc31-b82e-4ec3-97da-e0a6992c5339,"('TWEEDE HERZIENING', '1')","[[ 5.0729804 51.7953457]
 [ 5.1886649 51.7955984]
 [ 5.1884679 51.8403278]
 [ 5.0726686 51.8400748]
 [ 5.0729804 51.7953457]]","[[[ 529. 4773.]]

 [[7075. 4827.]]

 [[7109.  641.]]

 [[ 563.  588.]]]",7696,5244
12 Gorinchem vijfde uitgave 1959,4c5c7e4c-a565-46b8-ba7d-a814d0c5b1a6,"('TWEEDE HERZIENING', '1')","[[ 4.953405  51.8051247]
 [ 5.0726797 51.805505 ]
 [ 5.0723674 51.8502433]
 [ 4.9529742 51.8498625]
 [ 4.953405  51.8051247]]","[[[ 473. 4754.]]

 [[7086. 4799.]]

 [[7113.  670.]]

 [[ 501.  626.]]]",7824,5232
12 Gorinchem 1924,a750bc6e-0d86-4c26-b3c2-a83ba77d0c3b,"('TWEEDE HERZIENING', '1')","[[ 4.9536044 51.7992646]
 [ 5.0726292 51.7996441]
 [ 5.0723143 51.8447573]
 [ 4.9531703 51.8443774]
 [ 4.9536044 51.7992646]]","[[[ 539. 4745.]]

 [[7213. 4813.]]

 [[7255.  632.]]

 [[ 581.  565.]]]",7696,5316
13 Hardinxveld vijfde uitgave 1950,1471e188-8316-4d14-9d43-b7cf05b7b4e0,"('TWEEDE HERZIENING', '1')","[[ 4.8377285 51.8045213]
 [ 4.9536898 51.805007 ]
 [ 4.9532552 51.8501654]
 [ 4.8371776 51.8496791]
 [ 4.8377285 51.8045213]]","[[[ 619. 4430.]]

 [[7066. 4446.]]

 [[7077.  324.]]

 [[ 630.  307.]]]",7888,4884
14 Sliedrecht vierde uitgave 1937,8035b84d-0172-45b5-8b91-c80e9221f692,"('TWEEDE HERZIENING', '1')","[[ 4.7217095 51.8035957]
 [ 4.8376454 51.8041959]
 [ 4.8370907 51.8496722]
 [ 4.7210376 51.8490712]
 [ 4.7217095 51.8035957]]","[[[ 530. 4670.]]

 [[6976. 4699.]]

 [[6994.  576.]]

 [[ 548.  548.]]]",7552,5232
15 Dordrecht 1947,c00e1247-7845-4296-a13a-1d082078fdbb,"('TWEEDE HERZIENING', '1')","[[ 4.5988678 51.7840119]
 [ 4.7221802 51.7847758]
 [ 4.7213851 51.8386465]
 [ 4.5979253 51.8378813]
 [ 4.5988678 51.7840119]]","[[[ 550. 5015.]]

 [[7399. 5078.]]

 [[7444.  177.]]

 [[ 595.  114.]]]",7736,5832
15A Alblasserdam vierde uitgave 1947,d6a124e0-2384-4ebc-a5d1-b7244b6b0923,"('TWEEDE HERZIENING', '1')","[[ 4.5993263 51.8379782]
 [ 4.6865049 51.8385309]
 [ 4.6853866 51.9102968]
 [ 4.5980689 51.909743 ]
 [ 4.5993263 51.8379782]]","[[[ 283. 6743.]]

 [[5182. 6769.]]

 [[5216.  322.]]

 [[ 317.  296.]]]",5508,7312
16 Puttershoek vierde uitgave 1952,7ba7d0b3-7eb4-49e7-8210-e229c501b256,"('TWEEDE HERZIENING', '1')","[[ 4.5147196 51.7835526]
 [ 4.5989382 51.7841489]
 [ 4.5976858 51.8557049]
 [ 4.5133334 51.8551074]
 [ 4.5147196 51.7835526]]","[[[ 366. 6896.]]

 [[5123. 6925.]]

 [[5161.  477.]]

 [[ 405.  448.]]]",5568,7400
17 Heinenoord derde uitgave 1954,c4ba8db8-07c9-416b-956b-e13a8aa4dc00,"('TWEEDE HERZIENING', '1')","[[ 4.3979984 51.8141532]
 [ 4.5142983 51.815076 ]
 [ 4.513431  51.8598156]
 [ 4.3970155 51.8588917]
 [ 4.3979984 51.8141532]]","[[[ 846. 4548.]]

 [[7291. 4607.]]

 [[7329.  488.]]

 [[ 884.  429.]]]",7904,5580
18 Spijkenisse derde uitgave 1950,b32cf75b-22d0-4d9e-805c-39d98e8036fc,"('TWEEDE HERZIENING', '1')","[[ 4.3262812 51.785757 ]
 [ 4.3986428 51.7863892]
 [ 4.397061  51.8584466]
 [ 4.3245836 51.857813 ]
 [ 4.3262812 51.785757 ]]","[[[ 422. 6882.]]

 [[4544. 6922.]]

 [[4606.  471.]]

 [[ 484.  431.]]]",5076,7472
18A Goudswaard tweede uitgave 1952,bdeb31a5-5537-418e-912a-d8f5e8f85e85,"('TWEEDE HERZIENING', '1')","[[ 4.2108219 51.7806915]
 [ 4.3262373 51.7817924]
 [ 4.3251795 51.826728 ]
 [ 4.209649  51.8256257]
 [ 4.2108219 51.7806915]]","[[[ 537. 4334.]]

 [[6996. 4397.]]

 [[7037.  272.]]

 [[ 578.  208.]]]",7880,4728
19 Hoogvliet derde uitgave 1942,7c28f41b-e5d7-4b13-8c8f-2596b1a01b80,"('TWEEDE HERZIENING', '1')","[[ 4.2630513 51.8571799]
 [ 4.3790448 51.8582331]
 [ 4.3780345 51.9032963]
 [ 4.2619248 51.9022418]
 [ 4.2630513 51.8571799]]","[[[ 598. 4675.]]

 [[7049. 4688.]]

 [[7058.  546.]]

 [[ 607.  534.]]]",7896,5592
20 Zwartewaal derde uitgave 1942,122ce89d-0ed3-4f57-a0c7-62bbeea22558,"('TWEEDE HERZIENING', '1')","[[ 4.1895834 51.8545248]
 [ 4.2637025 51.8552574]
 [ 4.2619161 51.9267149]
 [ 4.1876791 51.9259808]
 [ 4.1895834 51.8545248]]","[[[ 447. 6864.]]

 [[4576. 6886.]]

 [[4610.  442.]]

 [[ 481.  421.]]]",5076,7360
21 Brielle derde uitgave 1945,33b22247-e82c-4543-8c63-81ba95aea4cf,"('TWEEDE HERZIENING', '1')","[[ 4.1165164 51.8893969]
 [ 4.1896807 51.8901655]
 [ 4.1877625 51.9620733]
 [ 4.1144811 51.9613031]
 [ 4.1165164 51.8893969]]","[[[ 421. 6834.]]

 [[4538. 6821.]]

 [[4518.  374.]]

 [[ 401.  387.]]]",4908,7256
22 Oostvoorne derde uitgave 1945,059658a3-0cea-4bb0-8597-987f6ed8b3fd,"('TWEEDE HERZIENING', '1')","[[ 4.0441179 51.8976296]
 [ 4.1168386 51.8984384]
 [ 4.1148145 51.9699506]
 [ 4.041978  51.96914  ]
 [ 4.0441179 51.8976296]]","[[[ 336. 6799.]]

 [[4450. 6833.]]

 [[4503.  355.]]

 [[ 389.  321.]]]",4872,7240
01 Herwen 1917,5944a97c-e081-4c81-8e69-b6e128e3abca,"('TWEEDE HERZIENING', '2')","[[ 6.0692446 51.8565683]
 [ 6.1465044 51.8560939]
 [ 6.1477172 51.9278503]
 [ 6.070334  51.9283256]
 [ 6.0692446 51.8565683]]","[[[ 393. 6911.]]

 [[4820. 6944.]]

 [[4867.  437.]]

 [[ 440.  405.]]]",5292,7376
03 Huussen 1915,e40b4b3e-38d0-4e03-b6f1-51552167efdb,"('TWEEDE HERZIENING', '2')","[[ 5.9247069 51.9006297]
 [ 5.9973726 51.9002747]
 [ 5.9984075 51.9763613]
 [ 5.9256186 51.9767171]
 [ 5.9247069 51.9006297]]","[[[ 338. 7235.]]

 [[4587. 7299.]]

 [[4689.  447.]]

 [[ 440.  384.]]]",5004,7696
04 Arnhem 1916,dbfb6fe3-7fe3-43f0-b5bf-e5eec9878c8b,"('TWEEDE HERZIENING', '2')","[[ 5.8088181 51.9423206]
 [ 5.9252301 51.9418453]
 [ 5.9257693 51.9867846]
 [ 5.8092407 51.9872605]
 [ 5.8088181 51.9423206]]","[[[ 429. 4570.]]

 [[7016. 4633.]]

 [[7057.  447.]]

 [[ 470.  383.]]]",7376,5064
05 Renkum 1917,688a4e74-48f7-4b9d-bfa9-bfd0646baa6e,"('TWEEDE HERZIENING', '2')","[[ 5.6926461 51.9426066]
 [ 5.8087498 51.9422475]
 [ 5.8091725 51.9872001]
 [ 5.6929524 51.9875597]
 [ 5.6926461 51.9426066]]","[[[  91. 4589.]]

 [[7193. 4629.]]

 [[7216.  434.]]

 [[ 114.  395.]]]",7368,5040
06 Wageningen vierde uitgave 1961,e69f126f-a535-4641-a9d1-1c0c3667b1ca,"('TWEEDE HERZIENING', '2')","[[ 5.5848344 51.9285596]
 [ 5.701264  51.928306 ]
 [ 5.7015773 51.973049 ]
 [ 5.5850317 51.9733029]
 [ 5.5848344 51.9285596]]","[[[ 477. 4637.]]

 [[6923. 4688.]]

 [[6956.  565.]]

 [[ 509.  514.]]]",7568,5316
07 Rhenen vierde uitgave 1961,f80a8d03-f2a1-41dd-bbc6-89c4789d1823,"('TWEEDE HERZIENING', '2')","[[ 5.4974573 51.9222703]
 [ 5.5850832 51.9221553]
 [ 5.5854    51.993909 ]
 [ 5.497634  51.9940242]
 [ 5.4974573 51.9222703]]","[[[ 201. 6905.]]

 [[5118. 6935.]]

 [[5158.  484.]]

 [[ 240.  453.]]]",5400,7400
